,md_earn_wne_p6,PREDDEG,HIGHDEG,CONTROL,NUMBRANCH,AVGFACSAL,TUITFTE,UGDS,UGDS_NRA,PPTUG_EF,UG25abv,PAR_ED_PCT_1STGEN,DEP_INC_AVG,IND_INC_AVG,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,ENRL_ORIG_YR2_RT,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,OVERALL_YR2_N,OVERALL_YR3_N,OVERALL_YR4_N,OVERALL_YR6_N,OVERALL_YR8_N,count_nwne_p6,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN
5230,24400,Predominantly associate's-degree granting,Bachelor's degree,Public,1,4656,1024,1465,0.0014,0.3966,0.5678,0.640986133,31992.22373,15741.41473,0.032544378698,0.050295857988,0.316568047337,0.057534246575,0.079452054795,0.139726027397,338,361,365,305,330,116,3750.0,5750.0,3500.0
5231,25600,Predominantly associate's-degree granting,Associate degree,Public,1,4989,783,5816,0.0015,0.4914,0.6476,0.496196112,37052.89481,23877.53786,0.107104984093,0.225874867444,0.234358430541,0.073093220339,0.200211864407,0.076271186441,943,903,944,998,938,316,6500.0,9000.0,5728.0
5232,27300,Predominantly associate's-degree granting,Associate degree,Public,1,5253,1619,2830,0.0074,0.5488,0.6071,0.489026063,32291.49601,18179.84392,0.094850948509,0.20325203252,0.243902439024,0.068376068376,0.190170940171,0.087606837607,369,404,468,451,429,133,8317.0,10750.0,8250.0
5233,29200,Predominantly associate's-degree granting,Associate degree,Public,5,6117,802,855,0.007,0.4175,0.5206,0.419411421,54944.51217,19329.44648,0.084254754533,0.141309155241,0.481866430783,0.247597930525,0.175659029318,0.183050012318,4522,4076,4059,4438,3934,870,13036.0,17067.0,11000.0
5234,24000,Predominantly bachelor's-degree granting,Graduate degree,Public,1,5200,2057,2032,0.0202,0.1924,0.4165,0.516772439,41297.8529,22109.00063,0.030120481928,0.228915662651,0.327309236948,0.084566596195,0.310782241015,0.133192389006,498,411,473,625,569,148,9500.0,15549.5,9000.0
5235,38300,Predominantly associate's-degree granting,Graduate degree,Private nonprofit,1,7878,12573,1287,0.0249,0.2735,0.364,0.460543338,40524.12663,20123.68086,0.163636363636,0.27012987013,0.322077922078,0.297297297297,0.318318318318,0.087087087087,385,304,333,372,428,77,12250.0,16025.0,10500.0
5236,44600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,9709,18370,4923,0.0276,0.128,0.1728,0.341296928,93576.23908,43890.15305,0.221169036335,0.124802527646,0.451816745656,0.635926222935,0.120288692863,0.036888532478,1266,1243,1247,1201,993,113,16500.0,19125.0,10250.0
5237,25600,Predominantly associate's-degree granting,Associate degree,Public,1,5672,2568,3244,0.0015,0.2965,0.2907,0.47553919,54734.7105,24578.85645,0.16625,0.2575,0.18,0.063583815029,0.366473988439,0.045086705202,800,818,865,847,781,146,5989.5,10000.5,5500.0
5238,20000,Predominantly associate's-degree granting,Associate degree,Private for-profit,15,3499,11852,770,0.0,0.2961,0.5303,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5239,30000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6840,8805,1846,0.0211,0.0114,0.0382,0.273218143,85068.43857,18977.26974,0.171003717472,0.102230483271,0.460966542751,0.511982570806,0.183006535948,0.030501089325,538,484,459,500,517,69,17000.0,19125.0,10750.0
5240,34800,Predominantly bachelor's-degree granting,Bachelor's degree,Private for-profit,2,6119,15498,4392,0.1343,0.1134,0.3366,0.508181246,38189.10125,25365.48865,0.096577017115,0.369193154034,0.21271393643,0.312361213916,0.295336787565,0.022945965951,1636,1357,1351,1178,747,260,9834.0,23251.0,7334.0
5241,32000,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,1,4829,13874,1778,0.0,0.185,0.3232,0.511201629,52338.06504,25451.7293,0.261463414634,0.389268292683,0.121951219512,0.429115853659,0.325457317073,0.016768292683,1025,1079,1312,1665,1522,397,16970.0,25374.0,11000.0
5242,24800,Predominantly associate's-degree granting,Associate degree,Public,1,6021,2786,5783,0.0273,0.2141,0.2876,0.456188726,49973.18953,22400.1611,0.203211859172,0.325509573811,0.152563310686,0.20311486048,0.299156391953,0.036988968202,1619,1532,1541,1618,1627,339,6251.0,9001.0,5500.0
5243,20000,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,15,3646,13369,467,0.0021,0.3854,0.5706,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5244,20000,Predominantly associate's-degree granting,Associate degree,Private for-profit,15,3558,11721,624,0.0,0.3045,0.5176,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5245,20000,Predominantly associate's-degree granting,Associate degree,Private for-profit,15,3653,20297,787,0.0051,0.2567,0.4723,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5246,20000,Predominantly associate's-degree granting,Associate degree,Private for-profit,15,4228,11632,869,0.0012,0.2946,0.5722,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5247,20000,Predominantly associate's-degree granting,Associate degree,Private for-profit,15,3918,12521,324,0.0,0.2593,0.6327,0.559044251,35249.38958,18107.73166,0.194627980465,0.452168916978,0.103993105429,0.303820064263,0.295073188147,0.02267047483,6962,6022,5602,3840,1361,1331,9648.5,22500.0,8840.0
5248,35500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7841,14880,3112,0.0373,0.0276,0.0435,0.237465181,87789.47167,19189.24978,0.087356321839,0.094252873563,0.555172413793,0.591647331787,0.126450116009,0.011600928074,870,718,862,868,730,51,17125.0,19125.0,9962.0
5249,23100,Predominantly associate's-degree granting,Associate degree,Public,1,6593,2814,3187,0.0003,0.2331,0.3008,0.491728701,52477.20579,22179.99294,0.163950143816,0.401725790988,0.127516778523,0.19685767098,0.333641404806,0.029574861368,1043,944,1082,1152,872,230,7446.0,11500.0,6500.0
5250,26000,Predominantly associate's-degree granting,Associate degree,Public,1,5944,2433,1567,0.0032,0.2234,0.2275,0.478461539,54952.26429,23111.33932,0.108974358974,0.432692307692,0.05608974359,0.1890625,0.3390625,0.025,624,604,640,672,663,129,5502.0,9000.0,5500.0
5251,80900,Predominantly associate's-degree granting,Associate degree,Private nonprofit,1,7021,16256,295,0.0,0.7966,0.8441,0.408536585,83999.23906,45620.55178,0.639097744361,0.082706766917,0.135338345865,0.513333333333,0.093333333333,0.0,133,146,150,99,42,4,18000.0,19000.0,7500.0
5252,65400,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,13307,26415,7743,0.1036,0.1267,0.1579,0.187335092,103717.8119,27477.52101,0.516616314199,0.062940584089,0.313192346425,0.827956989247,0.066959921799,0.027859237537,1986,2026,2046,1862,1523,244,10500.0,7500.0,12500.0
5253,27600,Predominantly associate's-degree granting,Associate degree,Public,1,5434,3016,1640,0.0018,0.2994,0.2788,0.485368315,47091.55439,22768.07274,0.258333333333,0.2125,0.2,0.229116945107,0.183770883055,0.033412887828,480,432,419,458,486,99,6125.0,9375.0,5250.0
5254,57100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,2,12105,22182,13882,0.0848,0.0009,0.0105,0.127983748,110345.487,14209.10232,0.229467396715,0.028870084619,0.561971129915,0.854421104055,0.04640937958,0.013678553981,2009,1903,2047,2094,2076,203,11134.0,11127.0,11250.0
5255,24100,Predominantly associate's-degree granting,Associate degree,Public,1,5755,1359,3697,0.0016,0.3419,0.263,0.493567252,51623.28594,22255.80378,0.204231082181,0.361269324654,0.149715215622,0.216280925778,0.35514764565,0.039904229848,1229,1103,1253,1161,1152,264,6875.0,10752.5,5618.0
5256,52600,Predominantly associate's-degree granting,Associate degree,Private nonprofit,1,7684,3835,267,0.0,0.5356,0.5415,0.472527473,73587.36984,33147.03024,0.5,0.155172413793,0.103448275862,0.619469026549,0.132743362832,0.0,116,108,113,107,70,16,12250.0,14375.0,9500.0
5257,44000,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9917,5470,12080,0.1215,0.2161,0.2501,0.468120342,35417.76192,21250.63308,0.093779904306,0.056937799043,0.583253588517,0.196060037523,0.06894934334,0.160412757974,2090,1965,2132,2155,2112,417,8342.0,9525.0,6767.0
5258,28500,Predominantly associate's-degree granting,Associate degree,Public,1,8076,2179,20871,0.0752,0.3297,0.302,0.517114428,24911.47079,16998.10826,0.077554888643,0.11593745064,0.319538777444,0.057401812689,0.109705438066,0.082326283988,6331,5481,5296,5463,4843,1259,5500.0,8000.0,5187.0
5259,27700,Predominantly associate's-degree granting,Associate degree,Public,1,7899,1415,10131,0.0463,0.4065,0.3304,0.510039329,20858.63924,15935.43023,0.04230393752,0.079075821673,0.373576309795,0.041499817983,0.103385511467,0.133236257736,3073,3058,2747,2657,2315,594,7032.0,9083.0,6599.5
5260,34700,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9280,3731,12021,0.057,0.2347,0.2852,0.435543505,36798.40733,20492.73812,0.109207708779,0.103140613847,0.478229835832,0.219985085757,0.142058165548,0.163683818046,2802,2592,2682,2516,1931,539,9000.0,10300.0,8250.0
5261,31400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8855,3540,12578,0.0297,0.2677,0.2335,0.51132464,47385.87798,22128.2835,0.062808434275,0.122476446837,0.406011664424,0.136341581756,0.151382823872,0.152838427948,2229,2068,2061,2183,1956,464,7700.0,12813.5,6141.5
5262,35000,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9872,3803,12273,0.0972,0.2186,0.2381,0.421142578,36494.37759,20373.81699,0.085173501577,0.097397476341,0.506309148265,0.168206125425,0.113271754983,0.212445308702,2536,2185,2057,1950,1447,351,9000.0,11500.0,7720.0
5263,25700,Predominantly associate's-degree granting,Associate degree,Public,1,7929,1968,5502,0.0878,0.364,0.3824,0.549466192,21159.06737,18254.07995,0.064436183395,0.083643122677,0.372986369269,0.030372057707,0.049354593774,0.118451025057,1614,1518,1317,1314,1186,327,4368.0,6000.0,3500.0
5264,35700,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9602,4928,14685,0.09,0.246,0.2686,0.417597447,44173.22727,22618.3119,0.130677587491,0.098287416232,0.484363365599,0.203473008683,0.114005285013,0.150245375613,2686,2621,2649,2603,2829,516,9527.0,11260.5,8269.0
5265,34400,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8719,3343,13170,0.0266,0.2125,0.1863,0.462226196,35681.70244,18965.79799,0.078914919852,0.093711467324,0.400739827374,0.151717557252,0.11227735369,0.147264631043,3244,3224,3144,2855,2543,450,8003.0,10625.0,7020.0
5266,27900,Predominantly associate's-degree granting,Associate degree,Public,1,8124,1759,14217,0.0464,0.2567,0.2189,0.478866973,28410.82752,16043.32058,0.131526954558,0.069997177533,0.265029635902,0.063502043383,0.07639107199,0.057843445457,3543,3068,3181,3109,3197,808,4250.0,5663.0,3826.5
5267,27900,Predominantly associate's-degree granting,Associate degree,Public,1,8449,2721,14912,0.1523,0.3646,0.3154,0.5385968,23946.58798,17430.24036,0.076396495071,0.063800657174,0.339539978094,0.050584996559,0.078802477632,0.071576049553,3652,3159,2906,2785,2387,733,3500.0,4562.5,3437.5
5268,35500,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9058,3530,8821,0.0408,0.3256,0.3968,0.481390341,31377.71857,22032.91335,0.094863489125,0.110596945858,0.485886163813,0.223017902813,0.112531969309,0.177493606138,2161,2221,1955,2009,1609,278,7515.0,9000.0,6512.0
5269,29600,Predominantly associate's-degree granting,Bachelor's degree,Public,1,8774,2117,6755,0.0601,0.3122,0.464,0.477047374,27099.24055,19013.96194,0.014109347443,0.144032921811,0.35038212816,0.047282992237,0.117854622442,0.166549047283,1701,1624,1417,1174,1277,237,3672.5,5500.0,3500.0
5270,31500,Predominantly associate's-degree granting,Bachelor's degree,Public,1,8158,2547,14366,0.0575,0.3687,0.2985,0.519586895,28520.08552,19571.72626,0.043199554069,0.078874024526,0.326923076923,0.02534351145,0.10320610687,0.121832061069,3588,3440,3275,2892,3424,656,5592.5,9500.0,5430.0
5271,37300,Predominantly bachelor's-degree granting,Graduate degree,Public,1,9141,4551,15270,0.0567,0.2301,0.2514,0.451032645,42291.84908,21398.56283,0.060272934041,0.133055344958,0.518574677786,0.141944317663,0.172980374258,0.155180282976,2638,2314,2191,1920,1771,377,8900.0,10853.5,8500.0
5272,28600,Predominantly associate's-degree granting,Associate degree,Public,1,8408,2725,13776,0.0835,0.3624,0.2225,0.520780168,30497.98755,19405.41686,0.081945804767,0.087822396343,0.28272935031,0.053493449782,0.098981077147,0.069868995633,3063,2909,2748,2737,2434,653,5000.0,8112.5,4500.0
5273,32900,Predominantly bachelor's-degree granting,Graduate degree,Public,1,8275,2977,6918,0.0707,0.2953,0.309,0.475370445,30775.332,21788.95413,0.04107830552,0.085365853659,0.453145057766,0.11038961039,0.090909090909,0.15367965368,1558,1253,1386,1342,1135,249,5500.0,8250.0,4872.0
5274,44100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5820,13051,1709,0.0907,0.1416,0.3553,0.333955224,80709.64712,28040.88229,0.201195219124,0.177290836653,0.362549800797,0.454710144928,0.188405797101,0.070652173913,502,490,552,347,281,42,17750.0,23500.0,12500.0
5275,34000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5912,11688,1750,0.012,0.1423,0.2398,0.324817518,75884.12404,34241.85226,0.121367521368,0.157264957265,0.362393162393,0.399621212121,0.185606060606,0.039772727273,585,512,528,479,535,25,13423.5,18803.5,10000.0
5276,39600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6667,15383,1726,0.0098,0.175,0.2611,0.402386117,84606.20536,41887.48851,0.201138519924,0.096774193548,0.320683111954,0.472283813747,0.155210643016,0.026607538803,527,453,451,369,277,46,17500.0,24750.0,10182.5
5277,35600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8463,13769,2681,0.0548,0.2081,0.1837,0.422545455,83743.73267,30322.4003,0.159057437408,0.187039764359,0.39617083947,0.433333333333,0.169333333333,0.048,679,664,750,836,740,113,13462.0,19018.5,9375.0
5278,28300,Predominantly associate's-degree granting,Associate degree,Public,1,7390,3231,7459,0.0071,0.308,0.2462,0.448358413,57937.12542,27083.26071,0.16523400191,0.203438395415,0.138490926457,0.091743119266,0.217889908257,0.051605504587,1047,929,872,991,900,220,5500.0,7986.0,5337.0
5279,26300,Predominantly associate's-degree granting,Associate degree,Public,1,6576,2649,12393,0.0058,0.2096,0.3281,0.428495833,50474.04447,21450.3553,0.097260273973,0.336164383562,0.181095890411,0.070184559397,0.341304912919,0.048869248765,3650,3795,3847,3927,5369,828,5747.0,8880.0,5500.0
5280,38700,Predominantly associate's-degree granting,Graduate degree,Public,1,8914,6073,7989,0.1137,0.1234,0.3271,0.287830688,88197.93956,25629.41368,0.341317365269,0.149035262808,0.342648037259,0.432721712538,0.258409785933,0.056574923547,1503,1276,1308,1349,1347,316,13000.0,15625.0,10499.0
5281,24500,Predominantly associate's-degree granting,Associate degree,Public,1,6052,1976,4692,0.0004,0.2069,0.2523,0.44437799,52138.00918,21247.68363,0.210204081633,0.324489795918,0.100680272109,0.223491027732,0.306688417618,0.033442088091,1470,1269,1226,1250,1061,193,7370.0,10191.0,6244.0
5282,25400,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,1,4551,10768,1106,0.0072,0.0325,0.0669,0.355345912,81691.9422,15117.91563,0.062893081761,0.232704402516,0.421383647799,0.349693251534,0.233128834356,0.039877300613,318,321,326,339,366,62,10812.5,19125.0,6500.0
5283,44200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10549,22014,7873,0.026,0.0658,0.0806,0.213836478,131658.229,45656.63367,0.075496688742,0.092715231788,0.686754966887,0.666477916195,0.097395243488,0.0181200453,1510,1473,1766,1783,1588,192,17125.0,18942.0,10594.0
5284,27100,Predominantly associate's-degree granting,Associate degree,Public,1,6592,2688,2149,0.0372,0.1982,0.2522,0.509583609,43755.98955,21739.74026,0.219512195122,0.312769010043,0.073170731707,0.241438356164,0.260273972603,0.027397260274,697,587,584,580,556,109,5999.5,9500.0,5500.0
5285,23700,Predominantly associate's-degree granting,Associate degree,Public,1,5327,1809,4213,0.0228,0.2215,0.2228,0.485514486,49629.60662,23743.67025,0.201923076923,0.272664835165,0.133241758242,0.186941580756,0.280412371134,0.035738831615,1456,1326,1455,1387,1171,237,6125.0,9908.5,5500.0
5286,24400,Predominantly associate's-degree granting,Associate degree,Public,1,5204,2458,2943,0.0292,0.1519,0.2341,0.461118117,50283.54855,23560.03468,0.205443371378,0.33538191396,0.072870939421,0.248505550811,0.256191289496,0.0170794193,1139,1028,1171,1205,1084,239,6125.0,9310.5,5500.0
5287,32200,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,1,5647,14417,932,0.0032,0.1663,0.2337,0.409948542,73294.31242,22427.69718,0.203389830508,0.228813559322,0.274011299435,0.35446685879,0.334293948127,0.028818443804,354,309,347,337,314,27,14625.0,19500.0,9500.0
5288,40300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10754,21893,7871,0.0163,0.07,0.0672,0.263534536,111733.3209,24494.83244,0.123195876289,0.122164948454,0.484536082474,0.522216414009,0.156299006796,0.035023523262,1940,1861,1913,2094,2028,236,14623.0,18125.0,9000.0
5289,29700,Predominantly associate's-degree granting,Associate degree,Public,1,6521,2971,9813,0.0052,0.2387,0.271,0.420287461,57282.16617,24751.59799,0.205666316894,0.311297656523,0.088842252536,0.224643423138,0.282884310618,0.026941362916,2859,2569,2524,2590,2324,441,5500.0,8500.0,4639.5
5290,39100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8404,16655,3314,0.0133,0.0217,0.0371,0.327823692,111338.1789,18886.47594,0.078857142857,0.078857142857,0.534857142857,0.475388601036,0.168393782383,0.014248704663,875,868,772,808,862,78,15000.0,18000.0,9500.0
5291,39300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7253,18334,6401,0.0158,0.0072,0.0098,0.157303371,110806.0041,14138.45354,0.07962697274,0.047345767575,0.668579626973,0.721859114016,0.056644880174,0.015976761075,1394,1250,1377,1277,1372,86,17250.0,19125.0,7000.0
5292,24300,Predominantly associate's-degree granting,Associate degree,Public,1,5832,2569,3665,0.0014,0.2322,0.2945,0.470566179,47012.20497,22097.14565,0.268786127168,0.236030828516,0.112716763006,0.234024896266,0.233195020747,0.02489626556,1038,1077,1205,1217,1085,227,5500.0,8066.0,5000.0
5293,24100,Predominantly associate's-degree granting,Associate degree,Public,1,6145,1854,2627,0.0034,0.2364,0.3235,0.488185018,51804.50638,23508.06333,0.185635359116,0.288397790055,0.102762430939,0.200595829196,0.275074478649,0.025819265144,905,890,1007,1008,1092,233,5000.0,8000.0,4441.0
5294,35700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6217,13071,1504,0.0033,0.1855,0.406,0.408640864,71825.18279,48945.19797,0.251273344652,0.190152801358,0.342954159593,0.45504587156,0.238532110092,0.029357798165,589,515,545,407,421,34,16160.0,19125.0,10500.0
5295,41300,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7660,13042,2549,0.0082,0.0863,0.1185,0.255007704,90104.74475,24362.45285,0.119241192412,0.10162601626,0.540650406504,0.380627557981,0.336971350614,0.028649386085,738,671,733,750,736,54,17125.0,20125.0,15437.5
5296,37700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,6,7753,20208,4873,0.0115,0.1418,0.3803,0.365978237,70556.57196,21237.80312,0.088362691308,0.167196072769,0.337279815189,0.348365276212,0.157459601654,0.058624577227,3463,2824,2661,2762,3007,367,15000.0,19750.0,10500.0
5297,37700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,6,8312,18258,4558,0.0649,0.115,0.0683,0.365978237,70556.57196,21237.80312,0.088362691308,0.167196072769,0.337279815189,0.348365276212,0.157459601654,0.058624577227,3463,2824,2661,2762,3007,367,15000.0,19750.0,10500.0
5298,16700,Predominantly associate's-degree granting,Associate degree,Private for-profit,1,3717,8701,608,0.0197,0.3651,0.613,0.50955414,20245.52128,17736.25782,0.06289978678,0.133262260128,0.214285714286,0.063758389262,0.07158836689,0.020134228188,938,886,894,856,470,360,5500.0,7634.0,4750.0
5299,37700,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,6,8342,15872,41,0.0,0.561,0.6829,0.365978237,70556.57196,21237.80312,0.088362691308,0.167196072769,0.337279815189,0.348365276212,0.157459601654,0.058624577227,3463,2824,2661,2762,3007,367,15000.0,19750.0,10500.0
5300,50100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8490,17936,3052,0.018,0.0295,0.0295,0.268571429,108921.6493,23059.25669,0.09955423477,0.052005943536,0.589895988113,0.676291793313,0.08358662614,0.030395136778,673,640,658,601,599,59,16937.0,17125.0,8000.0
5301,37200,Predominantly associate's-degree granting,Associate degree,Private nonprofit,1,4564,8348,795,0.0013,0.683,0.6655,0.407476636,70243.59568,37267.15575,0.262172284644,0.265917602996,0.149812734082,0.3663003663,0.227106227106,0.047619047619,267,282,273,299,233,39,12749.0,18080.0,9500.0
5302,41200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7110,17520,4837,0.0037,0.0633,0.0797,0.19443038,134909.1013,39586.0244,0.116089613035,0.089613034623,0.647657841141,0.61214953271,0.185981308411,0.02523364486,982,988,1070,1232,1156,119,19125.0,19125.0,13000.0
5303,33900,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,6004,12139,1756,0.0,0.0518,0.2704,0.371296296,69963.94493,37942.45044,0.110223642173,0.215654952077,0.41054313099,0.367837338262,0.362292051756,0.040665434381,626,515,541,607,537,52,14750.0,19635.0,9500.0
5304,34200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7316,12411,5516,0.0103,0.2623,0.4332,0.432707604,52967.15985,31967.68792,0.177290836653,0.268924302789,0.312749003984,0.29868503444,0.298058860363,0.073888541014,1506,1628,1597,1718,1996,339,12500.0,17750.0,10250.0
5305,25600,Predominantly associate's-degree granting,Associate degree,Public,1,5513,2707,5421,0.0135,0.1957,0.2739,0.482730487,46077.15936,20302.41855,0.094395280236,0.356342182891,0.141592920354,0.127995324372,0.291642314436,0.036236119229,1695,1670,1711,1785,1806,371,5908.5,9417.0,5500.0
5306,52200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8170,16882,2970,0.0074,0.2286,0.2848,0.364835165,93541.03814,41130.91847,0.123755334282,0.119487908962,0.605974395448,0.527216174184,0.199066874028,0.105754276827,703,681,643,664,545,63,19125.0,21937.5,13000.0
5307,24700,Predominantly associate's-degree granting,Graduate degree,Private for-profit,2,6454,11868,4682,0.0056,0.1519,0.5523,0.49602122,26701.03102,18654.47492,0.378121702427,0.321491382343,0.121702427014,0.415845070423,0.31161971831,0.030985915493,2843,2796,2840,3096,3025,846,13030.5,19477.0,9465.0
5308,24700,Predominantly associate's-degree granting,Graduate degree,Private for-profit,2,6431,12518,2005,0.1377,0.0883,0.2105,0.49602122,26701.03102,18654.47492,0.378121702427,0.321491382343,0.121702427014,0.415845070423,0.31161971831,0.030985915493,2843,2796,2840,3096,3025,846,13030.5,19477.0,9465.0
5309,26300,Predominantly associate's-degree granting,Associate degree,Public,1,6184,2149,17364,0.0055,0.3026,0.3335,0.414556638,51790.05404,21008.11576,0.16250271562,0.324353682381,0.147946991093,0.199516908213,0.261352657005,0.054106280193,4603,4359,4140,4058,3578,708,7132.5,10500.0,6470.0
5310,40100,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7227,15844,2214,0.0005,0.1594,0.1951,0.365609349,97507.7677,36960.9364,0.131205673759,0.11170212766,0.468085106383,0.537892791128,0.13123844732,0.048059149723,564,608,541,571,562,53,15375.0,19125.0,10250.0
5311,36800,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7043,16284,2189,0.0091,0.0603,0.0974,0.241525424,90842.03083,32894.04221,0.141323792487,0.103756708408,0.508050089445,0.632450331126,0.132450331126,0.021523178808,559,589,604,531,510,32,18750.0,19875.0,11837.5
5312,33500,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,7171,9886,3815,0.0,0.1423,0.7836,0.48337766,46222.27722,26042.70101,0.064432989691,0.151417525773,0.455541237113,0.256937307297,0.150051387461,0.118191161357,1552,1934,1946,1889,1780,473,14723.0,18000.0,10000.0
5313,32800,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,8532,24703,6688,0.2336,0.1334,0.1909,0.205633803,89030.54118,31784.82954,0.231614539307,0.196111580727,0.398985629755,0.546606334842,0.237104072398,0.021719457014,1183,1060,1105,976,975,262,17000.0,19125.0,11000.0
5314,46000,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,11504,28341,21227,0.0753,0.0592,0.0757,0.184652967,112860.5801,36096.27318,0.183564567769,0.078975453575,0.613660618997,0.75721748694,0.096233159197,0.019521583723,3748,3603,3637,3583,3674,524,18125.0,19125.0,13750.0
5315,26200,Predominantly associate's-degree granting,Associate degree,Public,1,7300,2770,5983,0.0013,0.2322,0.2495,0.439906348,55873.0737,23434.2225,0.227135069655,0.293155663234,0.17080557238,0.238157040883,0.293316028553,0.044776119403,1651,1604,1541,1397,1274,257,6251.0,9098.0,5500.0
5316,24300,Predominantly associate's-degree granting,Associate degree,Public,1,4954,4423,1202,0.01,0.1364,0.2366,0.486328125,54499.35906,22888.82784,0.266075388027,0.345898004435,0.084257206208,0.258964143426,0.348605577689,0.019920318725,451,491,502,467,511,105,6500.0,10516.5,5500.0
5317,42600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,2,9898,17493,5300,0.0434,0.1504,0.1113,0.356533453,77538.55827,26532.21768,0.166973603438,0.220994475138,0.33824432167,0.383325781604,0.253285002266,0.060262800181,1629,1783,2207,1574,1216,225,15500.0,21000.0,10647.5
5318,42600,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,2,10140,17699,1953,0.1736,0.2079,0.254,0.356533453,77538.55827,26532.21768,0.166973603438,0.220994475138,0.33824432167,0.383325781604,0.253285002266,0.060262800181,1629,1783,2207,1574,1216,225,15500.0,21000.0,10647.5
5319,35200,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,5806,16457,1997,0.027,0.1843,0.3848,0.419136325,61375.92609,43392.65065,0.052767052767,0.285714285714,0.406692406692,0.370229007634,0.338422391858,0.055979643766,777,787,786,767,880,134,16750.0,19135.0,14375.0
5320,29600,Predominantly associate's-degree granting,Associate degree,Public,1,7240,3206,5473,0.0048,0.3322,0.2426,0.524200519,57221.48714,29846.93547,0.144136078782,0.254252461952,0.160250671441,0.132743362832,0.249754178958,0.049164208456,1117,1002,1017,922,915,194,5500.0,9261.0,5500.0
5321,46900,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,1,10357,20756,7411,0.047,0.126,0.1696,0.320505457,83504.32754,32627.04508,0.163155051324,0.121015667207,0.427336574824,0.490909090909,0.158944281525,0.028739002933,1851,1534,1705,1956,2090,266,14536.0,17500.0,9500.0
